date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,state,statezip,country
02-05-2024,1900238,2,1.2,4229,2804,1.1,1,3,1,570,3659,1952,2020,7818 Circular Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3652506,2,1.7,3480,8138,2.7,1,0,2,502,2978,1976,0,3022 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3470667,4,1.8,4942,4067,1.9,1,3,5,3004,1938,1993,1995,7652 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4746302,5,2.4,2278,1061,1.8,1,1,3,1630,648,1957,2003,3920 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4748942,3,1.3,3903,7081,2.1,0,4,5,3184,719,2023,2012,9247 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,891150,3,2.3,2489,5181,1.6,0,3,4,759,1730,2011,0,986 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1616402,1,1.1,2204,9840,2.5,0,4,2,1608,596,1951,1995,1097 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1502069,4,2.8,3888,2809,1.8,0,2,2,3336,552,1967,0,3364 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1702604,2,2.8,3430,7802,2.9,1,1,1,864,2566,2013,1991,2985 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4093522,2,1.3,620,5430,2.4,0,4,2,566,54,1989,0,8614 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2910799,5,2.2,4084,7944,2.4,0,3,3,1664,2420,2018,2005,6949 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,924816,1,1.7,3004,6058,2.7,1,2,2,1348,1656,1958,0,6024 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2918254,1,1.5,1805,7024,2.9,0,3,2,1538,267,1991,2001,2700 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,2317364,1,1.4,4573,4428,1.5,1,0,2,3280,1293,2007,0,2548 Main Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3880003,4,2.5,3902,9015,2.3,1,3,4,610,3292,1988,0,7399 Main Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1698156,5,2.9,4454,5200,2.2,0,0,1,3734,720,1964,0,8538 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2902874,3,1,868,4385,1.6,1,3,1,724,144,2018,0,2293 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,593128,4,1.9,2741,4231,2.2,1,3,3,619,2122,2023,2007,4529 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,2797603,3,1.1,4172,9371,1.3,1,0,4,2262,1910,1995,1995,3662 Main Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1490373,3,2.7,3721,8233,2.5,0,1,1,3460,261,2004,2005,6647 Station Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2120135,3,1.2,2563,8885,1.2,1,3,3,913,1650,2012,2023,1220 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1240884,1,1.1,3230,2550,1.4,1,4,1,2578,652,1974,1998,8935 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1595335,4,1.9,1381,4518,1.6,0,1,5,870,511,1992,1990,7978 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4689891,3,1.3,4497,8627,1.3,0,3,2,2228,2269,1975,0,3634 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4328795,2,2.4,529,5198,2.8,1,0,3,529,0,1966,0,337 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,774020,5,2,588,6696,1.9,0,3,3,545,43,1969,0,1129 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3674875,1,2.7,1574,1829,2.3,0,0,2,662,912,1957,0,2327 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2421351,3,2.7,742,5995,1.8,0,1,3,679,63,1967,0,6622 MG Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,2865213,4,1.6,4856,9232,1.9,1,2,2,1466,3390,1978,0,3899 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3301692,5,1.7,3433,9794,1.2,1,2,1,3340,93,2005,2005,2990 Park Street,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,3584178,1,2.4,2711,2654,1.7,1,1,3,2650,61,1956,1996,6796 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,3105550,1,2.1,3265,9335,2.7,1,3,5,1129,2136,1989,2009,2959 Main Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2349650,5,2.9,1748,1112,1.2,1,0,1,803,945,1970,0,147 Circular Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1973857,1,1.8,1170,6271,1.8,1,0,3,1131,39,1986,0,5741 MG Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1615288,1,2.8,3574,2826,1.9,1,0,1,1111,2463,2022,2003,4717 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3683614,5,2.5,2092,1564,2.4,0,3,2,538,1554,1961,0,6179 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4850898,1,1.9,3273,8282,1.5,1,2,3,2876,397,2006,2006,3745 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3760629,2,2.3,3910,8955,1.4,1,3,2,2820,1090,1987,2016,6067 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1223060,4,1.9,4332,9587,1,0,3,1,2638,1694,1972,0,3288 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,2091141,4,2.2,1834,6702,1.9,0,2,1,941,893,1977,0,1858 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2116482,1,2.7,650,2177,1.9,1,2,3,602,48,1964,0,7848 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,560266,4,1.3,2168,4027,2.4,0,0,3,1519,649,1967,2017,9242 Circular Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3916982,1,2.8,4323,3891,2.6,1,0,1,1910,2413,1995,0,2776 MG Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1048416,1,1.6,3243,3399,1.6,1,2,4,2936,307,1971,0,5035 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,674899,3,2.1,3589,5885,1.3,0,4,1,1891,1698,1972,2018,6683 Main Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3964704,3,2.8,620,1128,1.7,0,0,4,510,110,1970,2012,5231 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,4447111,2,2.1,4981,6766,3,1,2,3,2533,2448,1997,2006,8384 Station Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2021170,5,2.9,541,3112,2.2,1,3,4,513,28,1975,0,5501 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4069621,4,2.5,3321,7462,1.4,0,0,4,3200,121,1958,0,2675 Station Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1337820,2,1.5,2603,1637,2.2,1,3,5,542,2061,1961,2010,6372 Main Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,3189153,3,1.9,3120,5716,2,0,2,2,1997,1123,1972,2004,3956 Station Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2243829,1,1.5,890,9025,1.2,0,2,2,581,309,1962,2019,8088 Park Street,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1997191,1,2.3,1124,3165,1.3,0,0,4,1007,117,1960,0,2518 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3514055,1,2.1,3902,1043,1.8,1,3,3,1730,2172,2001,0,407 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3225772,3,2.4,1720,4824,1.4,0,2,2,1347,373,2009,1999,9771 Circular Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,719758,4,2.4,804,8360,2.3,1,3,5,725,79,1957,0,304 Circular Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,3696271,1,2.5,845,5837,1.8,1,2,4,609,236,1953,0,2738 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1213803,4,2.2,1312,2948,2.6,0,4,5,661,651,1963,0,5214 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1401045,3,2.1,4548,3885,1.6,1,3,1,2038,2510,1989,2004,1530 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2974014,5,2.6,2837,6432,1.5,0,3,1,1099,1738,1962,2004,3540 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2027539,5,1,894,2000,2.6,1,1,2,782,112,1977,2005,2754 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3466638,3,1.7,2674,1715,1.2,0,3,3,535,2139,2003,0,1339 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4842773,5,2.7,4206,9590,1.9,0,2,1,1827,2379,2014,0,1957 Main Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,1616192,5,1,1378,6482,1.5,1,0,2,598,780,1986,2022,7671 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1327060,5,1.2,3396,7598,1.9,1,0,3,2246,1150,2000,0,4340 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4115612,2,1.7,2173,5874,2.4,0,1,5,1366,807,2015,0,3395 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2878533,1,2.4,3250,4268,2.5,0,0,2,647,2603,2014,2013,7240 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4544018,2,2.5,822,4574,3,0,4,4,621,201,2022,2019,5580 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4384532,2,1.6,1309,5686,1,1,2,3,737,572,1988,0,982 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4444370,3,1.8,4172,4011,2.4,0,1,5,1127,3045,2011,0,2348 Main Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,983669,2,1.6,4584,9050,2.1,1,2,5,2774,1810,1952,0,8293 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2093686,2,2.6,4947,1772,2.9,1,3,5,2655,2292,1961,2023,8657 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3513591,5,2.2,752,3800,2.4,1,2,1,638,114,1951,0,7909 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1686982,2,2.7,4837,2173,1.8,0,1,5,1420,3417,1952,2020,2793 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2822490,4,2.4,3496,7802,2.2,0,2,4,3247,249,1955,2015,4500 MG Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3262608,1,1.8,2199,4347,1.8,1,0,2,1584,615,1977,0,1732 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4752657,1,2.9,3983,8340,1.4,0,0,3,2234,1749,2001,0,2396 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3195153,5,2.5,704,9570,1.3,0,1,3,698,6,2012,2003,3005 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4940349,1,2.2,4658,3446,2.1,1,2,3,4354,304,1951,1992,5372 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,3976272,3,2.7,2817,1753,2.5,0,0,5,520,2297,1970,2005,1847 Circular Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1087214,5,2.8,3609,9511,1.9,1,3,5,2857,752,2017,0,3966 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1453868,4,1.8,1141,1295,2.1,0,4,1,1107,34,1993,1991,6611 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2017211,4,1.8,4156,7241,1.3,1,0,2,2026,2130,1985,0,3584 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3514632,5,2,4828,1871,2.7,0,4,3,3122,1706,1979,0,5641 MG Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,774982,5,1.3,1212,4101,1.6,0,2,4,1154,58,1965,0,7626 Park Street,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4725620,1,1.5,2652,2009,2.2,1,2,1,634,2018,1998,2020,727 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3575241,3,2,1544,6082,2.8,0,1,3,530,1014,1996,0,6942 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4322729,2,2.3,2515,3565,2.4,0,2,2,2238,277,2020,2022,5690 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1566045,5,2.4,1682,3259,2,1,2,1,1580,102,1991,0,4361 Station Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1849363,4,1.9,605,7794,2,1,1,2,531,74,2011,2021,4304 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4756696,5,2.9,1983,5306,1.7,1,0,2,1105,878,1994,0,1674 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2784224,1,2.1,2505,4657,1.9,0,4,4,1469,1036,1983,2019,5094 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2763272,5,2.9,1721,8565,1.1,1,4,3,877,844,2023,0,5400 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3107992,1,2,1654,3509,1.1,1,3,1,940,714,1958,1993,9654 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,971561,1,1.8,1025,7105,2.5,0,0,4,1005,20,2015,0,3115 Station Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1866008,2,2,2955,9761,2.9,0,0,1,955,2000,1968,0,5610 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3447840,1,2.7,1190,7097,2.6,1,3,1,1111,79,2006,2018,7060 Main Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2437569,3,1.7,3749,1590,2.7,1,0,2,2829,920,1959,0,3782 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3539005,3,2.7,2235,4299,2.6,1,3,4,1414,821,2005,0,9017 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3964617,1,1.1,4539,2172,2.3,1,1,1,1678,2861,1991,2011,1890 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3217814,3,1.6,1843,3198,1,0,3,5,1459,384,1983,2001,6925 Park Street,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4371313,4,1.4,3660,4772,1.9,1,1,3,2682,978,2019,1995,9682 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3940123,1,1.9,2056,3005,1.4,1,1,4,505,1551,1982,2013,2733 MG Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,2413140,2,1,2401,8446,1.3,0,3,1,1107,1294,2017,2014,3344 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1372934,4,1.8,4368,7088,1.3,0,3,1,2430,1938,2005,0,552 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1299353,2,1.1,3292,9179,1.3,1,4,3,3143,149,2001,0,5866 Park Street,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,2308191,5,2.7,851,4941,1.6,1,4,1,524,327,1976,2019,5533 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3691203,4,2.7,3284,8705,2.3,0,2,1,1989,1295,2017,1995,9823 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,817732,4,2.3,1817,6673,1.6,0,3,5,537,1280,2004,0,9836 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4429550,5,2.1,1457,6179,2,0,0,2,1026,431,1961,0,139 Park Street,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3477001,5,2.6,887,8486,3,1,0,4,650,237,1994,0,7863 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2621831,4,2.8,4717,1316,1.1,0,1,3,681,4036,1982,2007,422 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3726342,5,2.8,3616,4403,2.6,0,4,3,3146,470,1951,0,3812 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1341781,3,2.4,4897,2663,1.3,1,2,4,1114,3783,1965,0,4371 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4990391,3,2.6,2462,7520,1.7,1,0,4,1227,1235,2001,0,4341 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4158421,3,2.9,4384,5119,1.4,1,1,3,1023,3361,1973,0,9666 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,2010697,3,1,4927,3439,2.3,0,2,3,3638,1289,1951,0,9301 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2873452,1,2.5,2010,1363,2.4,1,0,4,1483,527,2011,2009,9747 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3003500,2,2.6,3611,9547,2.6,1,1,5,1368,2243,1960,0,9014 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1546161,4,1.4,2714,2154,1.4,1,3,2,2231,483,1972,2002,8101 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1355805,4,2.8,3642,2915,1.7,1,2,2,1673,1969,1965,0,5418 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1365806,3,2.1,5000,6577,2.7,0,1,5,785,4215,2017,0,5819 Park Street,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,1641964,4,1.2,2276,8332,1.5,0,3,4,1509,767,1961,1992,7348 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4478734,2,1.4,4292,2888,2,1,0,4,1138,3154,1953,2016,5532 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4672076,1,1.5,4478,1533,1.6,1,0,2,2898,1580,1983,0,2463 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4605425,1,1.4,4689,2864,1.6,1,2,3,1848,2841,2016,2016,2806 Circular Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1851983,4,1.2,3692,9269,1.9,0,3,5,1780,1912,1993,2023,3076 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,4068588,4,2.5,1427,2782,2.3,0,1,5,931,496,2006,0,4721 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4453157,5,2.9,2074,5643,1,0,3,5,2034,40,1986,1991,7917 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4292188,5,2.3,3635,1029,2.7,1,3,4,2843,792,1957,2009,5058 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1597129,1,2.5,875,7597,1.2,0,0,4,823,52,2007,2016,2041 Park Street,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1983380,3,1.7,2924,9607,1.4,0,4,2,2432,492,1956,1999,8153 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4000594,4,2,2276,5183,1.3,1,0,2,771,1505,1990,0,7206 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3703518,5,2.5,3324,5288,2.2,1,1,2,872,2452,1994,1990,4320 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1695526,2,1.1,4217,6377,2.1,0,2,3,1329,2888,2002,0,2573 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1398337,2,1.6,1980,6359,1.5,0,3,2,1348,632,1972,1999,6204 Main Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,951390,5,2.8,1055,6593,1.8,0,1,1,728,327,1982,2018,3917 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,4580060,1,2.9,3034,8339,2.5,0,2,1,3006,28,1974,0,1006 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4907720,3,2.7,4165,6971,2,1,2,2,3112,1053,1998,0,9791 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1003167,5,1.6,3753,3573,2.5,0,3,5,2284,1469,2000,0,1259 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,664742,4,2.7,561,8031,1.4,0,4,4,503,58,2000,2005,3341 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4895689,2,1,2908,4902,1.5,1,1,5,913,1995,1957,0,3680 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1737291,5,1.6,2767,9568,1.8,1,2,5,1064,1703,1984,0,1914 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,643249,1,1.6,4611,4399,2,0,4,5,734,3877,1976,2012,2585 Park Street,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,707640,4,1.6,3287,4746,1.7,0,4,1,1654,1633,1987,0,5694 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3452625,5,3,4415,7387,2.3,0,1,1,4283,132,1966,0,3725 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2828686,2,2.5,2597,7419,2.9,1,4,3,2015,582,1958,1999,5858 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,3620813,1,1.8,4581,3470,2.4,0,0,2,2895,1686,1990,1991,2899 Station Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,2197094,5,2.4,4078,1743,2.5,1,2,5,3046,1032,1996,2018,8412 Station Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1300855,3,1.7,2857,1434,1.7,1,1,4,2243,614,1997,0,9532 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3089101,4,1.1,3681,9186,1.1,1,4,2,1440,2241,2022,2010,6651 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1448375,1,2.1,1001,4644,2.6,1,3,2,988,13,2021,2007,1023 Park Street,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4908237,5,1.3,4201,4173,2.7,1,1,5,2298,1903,1995,2006,4277 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3731355,3,1.7,799,4152,1.2,1,0,3,617,182,1999,2021,1285 Park Street,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4097188,5,1.2,2659,6279,1.5,0,2,1,1023,1636,1965,2021,5026 Station Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,2112456,2,2.6,4242,3230,1.6,1,2,4,2346,1896,2010,0,7766 Main Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3207329,5,1.5,3777,5615,2.4,1,3,4,2117,1660,2008,2007,819 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4707148,4,2.6,4256,3975,2.9,1,0,5,931,3325,1951,0,9294 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3987623,2,1.8,4685,9010,1.8,0,1,5,3684,1001,1990,0,6900 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3721177,4,1.5,3687,4999,1.6,0,1,5,2982,705,2017,2003,402 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2666085,1,1.7,2644,5534,1.5,0,3,3,1884,760,2011,0,9039 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1892193,5,2.6,2280,2106,1.3,0,3,5,982,1298,1998,0,7887 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3120616,3,1.4,3927,8511,1.4,0,3,2,3337,590,2015,0,659 Main Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1867013,4,2.5,3497,4092,2.3,0,3,3,3151,346,2015,0,997 MG Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2924338,3,1.5,1615,1990,1.3,0,2,3,1002,613,1971,2022,3507 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,791318,1,2,3263,2730,1.4,1,0,5,675,2588,1964,0,192 Main Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,1939631,5,2.8,690,2553,1.9,0,1,4,687,3,1966,0,504 Circular Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,3708882,2,1.7,3765,6658,1.9,1,4,1,1374,2391,2014,2001,300 Main Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2527677,1,1.1,1758,8833,1.9,0,3,5,1300,458,2015,0,9036 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1740613,4,2.8,1911,8356,2,1,0,1,1389,522,2004,2007,8976 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,605600,3,2.5,646,4460,2,1,2,5,565,81,2013,0,6653 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,511979,2,1.4,3663,9629,1.9,1,4,3,761,2902,1995,0,390 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2411999,4,2.7,1018,1086,2.1,1,4,3,965,53,1963,2017,1902 Main Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,2344272,3,1.5,2715,2486,1.1,0,4,4,1820,895,1965,2017,857 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,2703379,5,3,1366,6705,1.8,1,0,4,500,866,1993,0,1633 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1516145,5,1.1,2232,6709,1.3,1,2,3,1085,1147,2017,1992,7318 Circular Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2831477,4,1.9,4783,3102,2.4,0,1,4,2314,2469,1960,0,4195 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3247063,5,2.3,4456,4859,2.9,1,4,4,1145,3311,1959,0,7524 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3091448,3,2.8,1000,6117,3,0,1,2,835,165,2023,2013,2975 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4610915,4,1.2,806,8846,2.5,0,4,2,660,146,1960,0,3446 MG Road,Hyderabad,Telangana,Telangana 118564,India
